conmedic,partyid,region,id,age,sex,race,degree
 1, 0, 4,1991,63, 2, 1, 1
 2, 1, 4,1992,68, 2, 1, 1
.i, 4, 4,1993,.n,.n, 2, 1
 3, 3, 4,1994,80, 2, 1, 0
.i, 6, 4,1995,61, 1, 1, 1
 2, 6, 4,1996,25, 2, 1, 3
 2, 3, 4,1997,58, 1, 1, 0
 1, 6, 4,1998,24, 1, 1, 1
.i, 1, 4,1999,55, 1, 1, 1
.i, 2, 4,2000,35, 2, 1, 1
 1, 3, 4,2001,34, 2, 1, 1
 2, 3, 4,2002,68, 2, 1, 1
.i, 6, 4,2003,48, 2, 1, 3
 1, 1, 4,2005,35, 1, 1, 1
 2, 3, 4,2006,54, 1, 1, 2
 2, 6, 4,2007,38, 1, 1, 0
.i, 3, 4,2008,43, 2, 1, 1
 2, 5, 4,2009,.i, 1, 1, 1
.i, 6, 4,2010,60, 1, 1, 1
.i, 6, 4,2011,59, 2, 1, 1
 1, 3, 4,2012,49, 1, 1, 1
 2,.n, 4,2014,.n,.n, 1, 0
 1, 3, 4,2016,34, 1, 1, 1
 3, 6, 4,2017,25, 1, 1, 1
 2, 2, 4,2018,60, 2, 1, 1
 2, 2, 4,2019,31, 2, 1, 1
.i, 3, 4,2020,81, 2, 1, 1
 1, 4, 4,2021,54, 2, 1, 1
 2, 0, 4,2022,62, 2, 1, 1
 2, 3, 4,2023,54, 2, 1, 1
 3, 2, 4,2024,69, 2, 1, 1
.i, 3, 4,2025,38, 2, 1, 3
.i, 6, 4,2026,39, 2, 1, 1
.i, 0, 4,2027,51, 2, 1, 3
.i, 6, 4,2028,63, 2, 1, 1
.i, 4, 4,2029,50, 1, 1, 3
.i, 6, 4,2030,68, 1, 1, 1
 2, 6, 4,2031,60, 2, 1, 1
.i, 7, 4,2032,32, 1, 3, 3
.i, 0, 4,2033,32, 2, 1, 4
 1, 0, 4,2034,67, 1, 1, 4
.i, 3, 4,2035,67, 1, 1, 1
 2, 5, 4,2036,21, 1, 1, 1
.i, 3, 4,2037,67, 2, 1, 1
 2, 5, 4,2038,25, 2, 1, 3
 1, 3, 4,2039,66, 2, 1, 1
 3, 2, 4,2040,43, 2, 1, 1
 2, 0, 4,2042,42, 2, 3, 3
 2, 3, 4,2043,59, 2, 1, 1
 2, 3, 4,2044,54, 2, 1, 1
 1, 6, 4,2045,42, 1, 1, 0
 2, 2, 4,2046,33, 2, 1, 1
 2, 6, 4,2047,40, 1, 1, 2
 1, 0, 4,2048,34, 2, 1, 4
.i, 6, 4,2049,58, 2, 1, 1
 2, 7, 4,2050,40, 2, 1, 3
.i, 6, 4,2051,28, 2, 1, 3
.i, 5, 4,2052,58, 1, 1, 1
 3, 3, 4,2053,26, 1, 3, 1
 3, 5, 4,2055,.n, 2, 3, 1
.i, 3, 4,2056,22, 2, 1, 2
 2, 0, 7,2057,57, 2, 2, 1
.i, 4, 7,2058,51, 1,.i, 1
 2, 3, 7,2059,33, 1, 3, 0
.i, 3, 7,2060,42, 2,.i, 0
 1, 0, 7,2062,76, 1, 1, 3
.i, 5, 7,2063,65, 2, 1, 1
 2, 1, 7,2064,58, 1, 2, 1
.i, 0, 7,2065,64, 1, 2, 1
.i, 2, 7,2067,35, 2, 2, 1
.i, 3, 7,2068,41, 1, 1, 3
 2, 6, 7,2069,72, 2, 1, 1
 1, 6, 7,2070,65, 2, 1, 1
 3, 3, 7,2071,68, 2, 1, 1
.i, 0, 7,2072,34, 2, 1, 3
.i, 0, 7,2073,.n,.n, 2, 0
 2, 4, 7,2074,77, 2, 1, 3
 2, 6, 7,2075,79, 1, 1, 1
.i, 3, 7,2076,20, 1, 2, 1
 2, 2, 7,2077,66, 1, 2, 3
.i, 5, 7,2078,57, 1, 1, 1
.i, 3, 7,2079,29, 2, 2, 3
 1, 5, 7,2080,27, 2, 1, 1
 2, 5, 7,2081,38, 2, 1, 2
 2, 0, 7,2082,47, 2, 2, 0
 2,.n, 7,2083,.n,.n, 1, 0
 3, 3, 7,2084,36, 2, 2, 0
 2, 4, 7,2085,30, 1, 1, 1
 2, 4, 7,2086,57, 1, 1, 4
 1, 6, 7,2087,53, 2, 1, 1
 2, 6, 7,2089,51, 2, 1, 3
 2, 6, 7,2090,56, 2, 1, 0
 2,.n, 7,2091,58, 2, 1, 3
 2, 6, 7,2092,.i, 2, 1, 3
 2, 6, 7,2093,32, 2, 1, 1
.i, 5, 7,2094,63, 1, 3, 4
.i, 5, 7,2095,59, 1, 3, 1
.i, 7, 7,2097,51, 1,.i, 4
 1, 5, 7,2098,57, 2, 1, 3
 2, 6, 7,2099,59, 1, 3, 1
.i, 0, 7,2100,38, 2, 2, 2
 1, 3, 7,2101,76, 1, 1, 1
 1, 3, 7,2102,41, 1, 3,.d
.i, 0, 7,2103,36, 2, 1, 3
.i, 6, 7,2104,60, 1, 2, 0
 2, 3, 7,2105,40, 2, 1, 0
.i, 6, 7,2106,31, 2, 2, 3
 1, 4, 7,2108,.i, 2, 1, 4
 2, 0, 7,2109,29, 2, 1, 3
.i, 6, 7,2110,33, 2, 1, 1
 2, 6, 7,2111,55, 2, 1, 1
.i, 3, 7,2112,39, 2, 1, 2
 1, 0, 7,2113,45, 1, 1, 1
 1, 2, 7,2114,54, 1, 1, 1
 1, 4, 7,2115,70, 1, 1, 3
.i, 4, 7,2116,28, 2, 1, 1
 2, 6, 7,2117,.i, 2, 1, 3
 2, 3, 7,2118,57, 2, 2, 2
.i, 3, 7,2119,51, 1, 1, 3
 1, 0, 7,2120,73, 2, 1, 3
 1, 0, 7,2121,52, 2, 1, 3
 2, 5, 7,2122,74, 2, 1, 3
 2, 5, 7,2123,29, 2, 1, 3
 1, 5, 7,2124,56, 2, 1, 4
.i, 6, 7,2125,55, 2, 1, 1
 1, 5, 7,2126,63, 1, 1, 4
 1, 4, 7,2127,68, 1, 1, 3
 1, 1, 7,2129,37, 1, 1, 3
 2, 5, 7,2130,45, 2, 1, 1
 1, 6, 7,2131,37, 2, 1, 3
 1, 1, 7,2132,77, 2, 1, 4
 3, 6, 7,2133,.i, 2, 1, 1
 3, 6, 7,2134,69, 1, 1, 1
.i, 2, 7,2135,36, 2, 1, 4
 2, 1, 7,2138,34, 2, 2, 2
 2, 3, 7,2139,.i, 1, 2, 1
.i, 1, 7,2140,26, 2, 2, 3
 1, 6, 7,2141,82, 1, 2, 2
.i, 6, 7,2142,33, 2, 1, 2
 2, 5, 7,2143,60, 2, 1, 3
.i, 6, 7,2144,64, 1, 1, 1
 1, 3, 7,2145,81, 2, 1, 1
 2, 5, 7,2146,42, 2, 1, 4
 1, 3, 7,2147,19, 2, 1, 1
 2, 3, 7,2148,.n,.n, 1, 3
 2, 4, 7,2150,74, 1, 1, 3
.i, 4, 7,2151,62, 2, 1, 4
 1, 3, 7,2152,40, 1, 1, 4
 1, 0, 7,2153,46, 2, 1, 3
 2, 7, 7,2154,33, 1, 1, 3
 2, 6, 7,2155,62, 1, 1, 1
.i, 3, 7,2156,54, 1, 1, 4
.i, 6, 7,2157,53, 1, 1, 1
.i, 5, 7,2158,33, 2, 1, 1
 1, 1, 7,2159,72, 2, 1, 4
 1, 2, 7,2160,35, 2, 1, 1
 2, 1, 7,2161,51, 2, 2, 2
 1, 4, 7,2162,34, 1, 1, 3
.i, 0, 7,2163,73, 1, 1, 1
.i, 5, 7,2164,53, 2, 1, 3
.i, 5, 7,2165,75, 2, 1, 1
 2, 6, 7,2166,36, 2, 1, 1
 2, 1, 7,2168,27, 1, 1, 1
.i, 7, 7,2169,23, 2, 1, 1
 2, 3, 7,2170,51, 2, 1, 0
.i, 2, 7,2172,29, 1, 1, 3
 1, 3, 7,2173,31, 2, 2, 2
 3, 3, 7,2174,39, 1, 1, 1
 2, 5, 7,2175,48, 1, 1, 2
.i, 3, 7,2176,66, 1, 1, 1
 1, 3, 7,2177,63, 2, 1, 3
.i, 3, 7,2178,59, 2, 1, 3
.i, 4, 7,2179,69, 2, 1, 1
.i, 3, 7,2180,.n,.n, 2, 1
 1, 4, 7,2181,60, 2, 1, 3
 1, 0, 7,2182,81, 1, 1, 4
.i, 6, 7,2183,.i, 2, 1, 0
 2, 3, 7,2184,45, 2, 1, 2
.i, 4, 7,2185,.i, 1, 3, 1
 1, 6, 7,2186,57, 2, 1, 3
 2, 1, 7,2187,43, 2, 3, 4
.i,.n, 7,2189,37, 2, 3, 0
.i, 1, 7,2190,42, 2, 3, 1
 2, 5, 7,2191,48, 1, 3, 4
.i, 2, 7,2194,22, 2, 1, 1
.i, 1, 7,2195,37, 2, 2, 4
 1, 3, 7,2196,48, 2, 2, 1
 2, 0, 7,2197,37, 2, 1, 2
 2, 2, 7,2198,67, 2, 1, 1
.i, 3, 7,2199,38, 1, 3, 0
.i, 0, 7,2200,88, 2, 1, 1
 2, 0, 7,2201,67, 1, 1, 4
 1, 3, 7,2202,55, 2, 1, 3
 2, 2, 7,2203,54, 2, 1, 1
.i, 1, 7,2204,72, 1, 1, 2
 2, 5, 7,2205,49, 1, 1, 1
 2, 4, 7,2206,63, 2, 1, 2
.i, 6, 7,2207,63, 2, 1, 4
 1, 0, 7,2208,.n,.n, 1, 0
.i, 6, 7,2209,50, 1, 1, 3
 2, 2, 7,2210,66, 1, 1, 1
 2, 3, 7,2211,39, 2, 2, 0
.i, 6, 7,2212,75, 1, 1, 4
 2, 6, 7,2213,61, 2, 3, 4
.i, 3, 7,2214,19, 1, 3, 0
.i, 3, 7,2215,42, 2, 1, 4
 1, 3, 7,2216,47, 2, 1, 0
 2, 4, 7,2217,43, 1, 1, 4
 2, 1, 7,2218,24, 2, 1, 1
.i, 0, 7,2219,46, 2, 3, 1
 2, 5, 7,2220,77, 2, 1, 2
 2, 6, 7,2221,40, 2, 1, 1
.i, 1, 7,2222,33, 1, 1, 1
.i, 0, 7,2223,75, 1, 1, 1
 3, 5, 7,2224,62, 1, 1, 1
 2, 2, 7,2225,53, 2, 1, 3
.i, 3, 7,2226,35, 2, 1, 1
 2, 2, 7,2228,23, 1, 3, 0
.i, 7, 7,2229,28, 1, 1, 3
 2, 3, 7,2230,35, 2, 3, 1
 2, 1, 7,2231,.i, 2, 1, 2
.i, 3, 7,2232,63, 2, 1, 2
.i, 6, 7,2233,26, 1, 1, 3
.i, 5, 7,2234,48, 1, 3, 3
 2, 6, 7,2236,64, 1, 1, 1
.i, 6, 7,2237,68, 1, 1, 1
.i, 5, 7,2238,.n, 1, 1, 1
 2, 1, 7,2239,24, 1, 1, 1
 3, 3, 7,2240,48, 1, 1, 1
.i, 2, 7,2241,40, 1, 3, 1
 3, 3, 7,2242,.n, 1, 1, 0
 2,.n, 7,2243,74, 2, 3, 4
 1, 3, 7,2244,34, 2, 1, 1
 2, 3, 7,2245,43, 1, 3, 2
 2, 0, 8,2246,44, 1, 1, 4
 1, 0, 8,2247,45, 2, 1, 4
.i, 1, 8,2248,65, 1, 3, 2
 2, 0, 8,2250,34, 2, 1, 3
 3, 2, 8,2251,59, 2, 3, 1
 1, 0, 8,2254,74, 2, 1, 4
 1, 6, 8,2255,.i, 1, 1,.s
 1, 2, 8,2256,26, 1, 1, 1
 3, 0, 8,2257,.i, 2, 1, 3
 1, 4, 8,2258,54, 1, 1, 4
.i, 1, 8,2259,29, 1, 1, 4
 1, 0, 8,2260,75, 1, 1, 4
 2, 5, 8,2261,34, 2, 3, 3
.i, 5, 8,2262,70, 2, 1, 4
 1, 0, 8,2263,47, 1, 1, 4
.i, 5, 8,2264,72, 2, 1, 4
 1, 7, 8,2265,20, 2, 1, 1
.i, 4, 8,2266,73, 1, 1, 3
.i, 6, 8,2267,36, 2, 1, 3
 2, 6, 8,2268,51, 2, 1, 3
 1, 4, 8,2269,24, 1, 1, 2
 1, 0, 8,2270,50, 2, 1, 3
 3, 6, 8,2271,42, 1, 1, 1
 2, 6, 8,2272,85, 1, 1, 1
.i, 0, 8,2273,57, 2, 1, 1
 2, 6, 8,2274,67, 1, 1, 2
 3, 3, 8,2275,74, 2, 1, 2
 2, 2, 8,2276,42, 1, 1, 3
 2, 6, 8,2277,41, 1, 1, 1
.i, 2, 8,2278,32, 1, 2, 3
 3, 1, 8,2279,47, 2, 3, 1
 2, 5, 8,2280,47, 2, 1, 1
 3, 2, 8,2283,42, 1, 1, 1
 2, 0, 8,2284,54, 1, 2, 3
.i, 3, 8,2285,75, 2, 3, 3
 1, 2, 8,2286,51, 1, 1, 4
 2, 0, 8,2287,58, 2,.i, 3
 2, 3, 8,2288,57, 2, 1, 4
.i, 2, 8,2290,42, 2, 1, 4
 1, 2, 8,2291,34, 1, 1, 2
 3, 2, 8,2292,.i, 2, 1, 2
 1, 4, 8,2293,75, 1, 1, 3
 2, 2, 8,2294,59, 1, 1, 3
.i, 0, 8,2295,29, 1, 1, 1
 2, 4, 8,2296,57, 1, 1, 2
 1, 2, 8,2297,29, 1, 3, 1
 2, 0, 8,2298,44, 2, 1, 4
 2, 1, 8,2299,71, 2, 1, 4
 2, 2, 8,2300,37, 1, 1, 4
 2, 3, 8,2301,.n,.n, 1, 4
 3, 2, 8,2303,.i, 1, 1, 1
 2, 1, 8,2304,57, 1, 1, 1
.i, 3, 8,2305,58, 2, 1, 0
.i, 2, 8,2306,22, 1, 1, 2
 2, 2, 8,2307,71, 2, 1, 4
 1, 4, 8,2308,21, 2, 1, 1
.i, 2, 8,2309,69, 1, 1, 4
 2, 2, 8,2310,23, 2, 1, 2
 1, 3, 8,2311,40, 1, 1, 1
.i, 6, 8,2312,34, 1, 1, 1
 2, 5, 8,2313,41, 2, 1, 1
.i, 7, 8,2314,38, 1, 1, 4
 1, 4, 8,2315,75, 1, 1, 2
 1, 5, 8,2316,66, 2, 1, 2
 2, 3, 8,2317,41, 1, 3, 1
 1, 5, 8,2318,25, 2, 1, 3
 1, 5, 8,2319,45, 2, 1, 3
 2, 6, 8,2320,73, 2, 1, 4
 2, 5, 8,2321,22, 2, 2, 1
 1, 0, 8,2323,31, 2, 3, 4
 1, 1, 8,2325,27, 1, 1, 3
 2, 3, 8,2327,46, 2, 3, 1
.i, 5, 8,2328,41, 1, 2, 3
.i, 6, 8,2330,53, 2, 3, 1
 2, 2, 8,2331,37, 1, 3, 4
 1, 2, 8,2332,36, 1, 1, 4
 3, 1, 8,2334,20, 2, 1, 1
.i, 2, 8,2335,39, 2, 1, 4
.i, 1, 8,2336,47, 1, 3, 1
 2, 2, 8,2337,50, 2, 1, 4
 2, 0, 8,2338,70, 2, 1, 3
 1, 0, 8,2339,60, 2, 2, 2
.i, 3, 8,2341,32, 2, 3, 0
.i, 4, 8,2342,41, 1,.i, 1
.i, 3, 8,2343,26, 2, 2, 3
 2, 3, 8,2344,.i,.i, 1,.s
 3, 6, 8,2345,75, 2, 1, 1
 1, 4, 8,2346,.i, 1, 1, 3
 1, 6, 8,2347,49, 1, 1, 3
 2, 3, 8,2348,51, 2, 1, 0
 2, 0, 8,2349,.i, 2, 1, 3
.i, 6, 8,2350,59, 1, 1, 1
 2, 4, 8,2351,47, 1, 1, 0
.i, 0, 8,2352,57, 2, 1, 0
.i, 0, 8,2353,33, 1, 3, 1
 2, 0, 8,2354,88, 1, 1, 3
.i, 6, 8,2355,73, 1, 1, 1
.i, 0, 8,2357,53, 1, 1, 3
 2, 1, 8,2358,32, 1, 1, 1
 2, 3, 8,2360,59, 1, 1, 1
 2, 3, 8,2362,30, 1, 3, 1
 1, 2, 8,2363,76, 1, 3, 1
.i, 6, 8,2364,48, 2, 2, 3
 1, 6, 8,2365,73, 1, 1, 2
 2, 2, 8,2366,47, 2, 1, 1
.i, 0, 8,2367,80, 1, 1, 1
 2, 5, 8,2368,59, 2, 1, 2
 2, 0, 8,2369,63, 2, 1, 3
.i, 0, 8,2370,51, 1, 2, 4
 2, 4, 8,2371,71, 1, 1, 1
 2, 3, 8,2372,77, 1,.i, 4
 3, 3, 8,2373,32, 2, 1, 0
 3, 1, 8,2374,33, 2, 1, 1
 1, 3, 8,2375,30, 2, 1, 4
 2, 1, 8,2376,50, 1, 3, 2
.i, 1, 8,2377,39, 2, 1, 1
 2, 7, 8,2378,35, 2, 1, 1
 2, 2, 8,2379,57, 2, 2, 2
.i, 3, 8,2380,60, 2,.i, 1
 2, 1, 8,2381,61, 2, 1, 1
 1, 0, 8,2382,84, 2, 3, 1
 1, 2, 8,2383,68, 1, 1, 4
 2, 6, 9,2384,62, 2,.i, 3
 1, 5, 9,2386,54, 1, 1, 1
 1, 1, 9,2387,.i, 1, 1, 3
 1, 0, 9,2388,48, 1, 1, 1
 2, 5, 9,2389,32, 2, 3, 4
.i, 0, 9,2391,38, 1, 1, 3
 1, 4, 9,2392,76, 2, 1, 3
 1, 0, 9,2393,27, 1, 3, 4
.i, 0, 9,2394,76, 2, 2, 1
.i, 3, 9,2395,26, 2,.i, 1
.i, 0, 9,2396,44, 2, 1, 0
.i, 3, 9,2397,67, 1, 1, 4
.i, 3, 9,2398,46, 2, 1, 3
.i, 0, 9,2399,69, 2, 1, 1
 1, 2, 9,2400,41, 2, 1, 4
 1, 6, 9,2402,54, 2, 1, 0
 1, 0, 9,2403,61, 2, 1, 3
 2, 3, 9,2404,48, 2, 1, 3
 1, 2, 9,2405,58, 2, 1, 3
 2, 2, 9,2406,69, 2, 1, 2
 2, 1, 9,2407,72, 1, 3, 1
 2, 3, 9,2408,40, 1, 3, 3
 2, 1, 9,2410,24, 2, 3, 0
 1, 1, 9,2411,33, 1, 1, 0
.i, 6, 9,2412,50, 2, 3, 1
.s, 3, 9,2413,40,.i, 3, 3
 2, 4, 9,2414,63, 1, 3, 4
 1, 3, 9,2415,30, 2, 3, 0
 2, 0, 9,2416,59, 2, 1, 3
 1, 0, 9,2417,36, 2, 1, 4
 2, 0, 9,2418,83, 2, 1, 4
 2, 5, 9,2419,74, 2, 1, 2
 2, 6, 9,2420,44, 1, 3, 1
.i, 0, 9,2421,43, 2, 1, 3
 2, 5, 9,2422,51, 2, 3, 1
 1, 0, 9,2424,24, 2, 3, 3
.i, 4, 9,2425,68, 1, 1, 1
.i, 6, 9,2426,64, 1, 1, 1
 3, 3, 9,2428,37, 1, 3, 1
.i, 3, 9,2429,33, 2, 3, 1
 2, 1, 9,2430,36, 2, 3, 3
.i, 3, 9,2431,32, 1, 3, 0
.i, 3, 9,2432,37, 1, 2, 1
.i, 0, 9,2433,24, 2, 1, 3
.i, 1, 9,2434,27, 1, 1, 3
 1, 5, 9,2435,22, 1, 1, 1
.i, 2, 9,2436,53, 2, 1, 3
.i, 2, 9,2437,77, 1, 1, 3
 1, 3, 9,2438,23, 2, 1, 3
 2, 0, 9,2439,30, 1, 1, 4
 2, 1, 9,2440,36, 2, 3, 4
.i, 2, 9,2441,28, 1, 1, 2
 1, 3, 9,2442,45, 2, 3, 1
 2, 3, 9,2443,55, 2, 1, 1
 2, 2, 9,2444,80, 2, 1, 1
 2, 5, 9,2445,32, 1, 1, 1
 3, 0, 9,2446,45, 2, 1, 3
 1, 3, 9,2447,41,.i, 3, 0
.i, 1, 9,2448,42, 2, 3, 4
 1, 6, 9,2449,.i, 2, 1, 1
 2, 3, 9,2450,62, 1, 3, 4
 2, 5, 9,2451,28, 1, 1, 1
 3, 3, 9,2452,39, 1, 1, 1
 3, 5, 9,2453,41, 2, 1, 1
 1, 3, 9,2454,25, 1, 3, 1
 1, 5, 9,2455,39, 1, 1, 1
 2, 2, 9,2456,82, 1, 1, 3
 2, 1, 9,2457,19, 2, 2, 1
 2, 6, 9,2458,67, 2, 1, 3
 1, 3, 9,2459,33, 1, 1, 3
 1, 7, 9,2460,56, 2, 1, 1
 2, 3, 9,2461,24, 1, 1, 1
.i, 0, 9,2462,69, 2, 2, 4
.i, 0, 9,2463,55, 2, 1, 3
 3, 7, 9,2464,33, 2, 1, 3
 2, 5, 9,2465,22, 1, 1, 1
.i, 1, 9,2466,89, 1, 1, 1
.i, 3, 9,2467,40, 1, 1, 3
 2, 0, 9,2468,54, 2, 1, 3
 1, 6, 9,2469,57, 2, 3, 4
 2, 4, 9,2470,20, 2, 1, 1
 1, 4, 9,2471,49, 2, 1, 4
 1, 6, 9,2472,69, 2, 1, 1
 2, 3, 9,2474,62, 2, 1, 3
 1, 2, 9,2475,66, 2, 1, 1
.i, 3, 9,2478,61, 2, 1, 4
 1, 0, 9,2479,49, 2, 1, 2
.i, 1, 9,2480,71, 1, 1, 1
 1, 2, 9,2481,64, 2, 1, 3
 2, 5, 9,2483,57, 1, 1, 3
 2, 4, 9,2486,.i, 2, 3, 1
 2, 0, 9,2487,47, 2, 2, 1
 2, 0, 9,2488,32, 1, 1, 4
 2, 5, 9,2489,56, 2, 1, 2
 2, 2, 9,2490,23, 1, 1, 1
 1, 3, 9,2493,34, 1, 3, 4
 2, 2, 9,2494,46, 1, 2, 4
.i, 3, 9,2495,44, 2, 1, 1
 1, 0, 9,2496,38, 2, 1, 3
 1, 4, 9,2497,39, 2, 1, 4
.i, 0, 9,2498,69, 1, 1, 4
 2, 0, 9,2499,71, 2, 1, 4
 1, 0, 9,2500,.n,.n, 1, 0
.i, 5, 9,2501,34, 1, 1, 1
 1, 2, 9,2502,74, 1, 1, 3
 1, 7, 9,2503,57, 2,.i, 3
.i, 2, 9,2504,.i, 1, 3, 4
 2, 7, 9,2505,42, 1, 1, 3
 2, 0, 9,2506,52, 1, 1, 2
.i, 5, 9,2507,79, 1, 1, 3
 1, 0, 9,2508,40, 2, 1, 2
 1, 6, 9,2510,89, 2, 3, 2
 2, 1, 9,2511,61, 1, 1, 3
 2, 1, 9,2513,74, 2, 1, 1
 1, 1, 9,2514,64, 1, 1, 4
.i, 5, 9,2515,63, 2, 1, 1
 2, 3, 9,2516,38, 1, 1, 4
 1, 1, 9,2517,55, 2, 1, 2
.i, 0, 9,2518,.i, 2, 1, 2
 1, 0, 9,2519,75, 1, 1, 3
.i, 0, 9,2520,71, 2, 1, 3
 2, 6, 9,2521,66, 1, 1, 1
 1, 0, 9,2522,28, 1, 1, 4
 1, 3, 9,2523,.i, 1, 2, 0
.i, 4, 9,2524,23, 2, 1, 3
 1, 5, 9,2525,66, 2, 3, 4
.i, 2, 9,2526,41, 2, 3, 3
 2, 0, 9,2527,71, 2, 1, 1
.i, 1, 9,2528,34, 2, 1, 1
 1, 2, 9,2529,70, 1, 1, 4
 1, 2, 9,2530,82, 2, 1, 1
 2, 6, 9,2531,32, 1, 1, 2
 2, 0, 9,2532,42, 2, 2, 3
.i, 6, 9,2533,55, 1, 1, 1
 2, 0, 9,2535,82, 2, 1, 1
.i, 3, 9,2536,41, 1, 3, 3
 2, 5, 9,2537,63, 2, 1, 1
 3, 6, 9,2538,63, 1, 1, 1
 2, 1, 9,2539,61, 2, 1, 1
 3, 6, 9,2540,56, 1, 1, 1
.i, 3, 9,2541,67, 1, 2, 3
 1, 7, 9,2542,35, 1, 1, 3
.i, 1, 9,2543,64, 1, 1, 3
.i, 3, 9,2544,30, 1, 3, 1
 2, 6, 9,2545,.n,.n, 3, 0
 2, 4, 9,2546,39, 2, 1, 3
 1, 0, 9,2547,21, 2, 1, 1
 2, 3, 9,2548,63, 2, 3, 1
 1, 5, 9,2549,70, 2, 3, 3
 1, 0, 9,2550,56, 2, 3, 4
 1, 0, 9,2551,40, 1, 1, 3
 2, 3, 9,2552,34, 2, 3, 1
 2, 0, 9,2553,70, 2, 1, 4
 1, 1, 9,2555,.n,.n, 3, 1
.i, 4, 9,2556,69, 1,.i, 4
 2, 2, 9,2557,32, 2, 3, 3
.i, 5, 9,2558,59, 2, 1, 1
 1, 1, 9,2559,63, 2, 1, 3
.i, 3, 9,2560,73, 2, 3, 3
.i, 0, 9,2561,64, 1, 3, 3
 1, 0, 9,2562,57, 2, 3, 0
 2, 0, 9,2565,60, 1, 1, 1
 2, 4, 9,2566,75, 1, 1, 1
.i, 3, 9,2567,67, 2, 1, 1
 2, 2, 9,2568,73, 1, 1, 1
 1, 3, 9,2569,56, 2, 1, 1
 2, 1, 9,2570,24, 2, 1, 3
.i, 3, 9,2571,54, 1, 1, 3
 2, 6, 9,2572,56, 2, 1, 1
 2, 3, 9,2573,29, 2, 1, 0
 1, 0, 9,2574,61, 2, 1, 4
 1, 4, 9,2575,60, 2, 1, 1
 2, 0, 9,2576,34, 1, 1, 0
.i, 3, 9,2577,40, 2,.i, 4
 2, 0, 9,2578,32, 2, 1, 3
.i, 2, 9,2579,28, 1, 2, 3
 1, 0, 9,2580,69, 2, 1, 4
.i, 1, 9,2581,23, 2, 1, 2
 1, 1, 9,2582,52, 1, 1, 3
 1, 5, 9,2583,27, 1, 1, 3
 2, 5, 9,2584,70, 2, 1, 1
.i, 0, 9,2585,.i, 2, 1, 1
 2, 2, 9,2586,.i, 2, 1, 4
 1, 0, 9,2587,63, 2, 1, 1
 1, 0, 9,2588,70, 2, 1, 3
 1, 2, 9,2589,74, 1, 1, 1
 2, 1, 9,2590,61, 2, 1, 1
 1, 4, 9,2591,59, 1, 1, 3
 1, 1, 9,2592,38, 2, 3, 3
.i, 2, 9,2593,80, 1, 1, 4
.i, 1, 9,2594,26, 1, 1, 3
 2, 1, 9,2595,35, 1, 1, 3
 2, 2, 9,2596,32, 1, 3, 3
 1, 0, 9,2597,50, 1, 1, 4
.i, 3, 9,2598,37, 2, 2, 3
 1, 0, 9,2599,.i, 2, 1, 3
 2, 3, 9,2600,81, 2, 1, 2
 1, 0, 9,2601,68, 2, 1, 4
 2, 2, 9,2602,56, 1, 1, 4
 2, 0, 9,2603,.n,.n, 1, 0
 1, 1, 9,2604,24, 1, 1, 3
 1, 5, 9,2606,80, 1, 1, 1
 2, 1, 9,2607,42, 1, 2, 1
 1, 0, 9,2608,32, 1, 1, 4
 1, 1, 9,2609,31, 2, 1, 3
.i, 3, 9,2610,.i, 2, 1, 1
 2, 0, 9,2611,78, 1, 1, 4
 2, 0, 9,2612,58, 2, 1, 4
 1, 0, 9,2613,23, 1, 2, 1
.i, 0, 9,2614,65, 2, 1, 1
 2, 4, 9,2615,.i, 1, 1, 1
 2, 6, 9,2617,65, 1, 1, 1
 2, 6, 9,2618,72, 1, 1, 2
 3, 4, 9,2619,64, 1, 3, 1
 2, 6, 9,2620,23, 2, 1, 1
 2, 5, 9,2621,62, 2, 1, 3
 2, 6, 9,2623,59, 2, 1, 1
 1, 1, 9,2624,29, 1, 1, 3
 1, 0, 9,2625,37, 2, 1, 1
 2, 3, 9,2626,65, 2, 1, 1
 2, 6, 9,2627,72, 1, 1, 1
.i, 4, 7,2628,31, 2, 2, 1
.i, 0, 4,2629,34, 1, 1, 3
.i, 1, 9,2630,34, 1, 1, 4
 1, 0, 9,2631,70, 2, 1, 1
 1, 3, 9,2632,43, 1,.i, 4
 2, 0, 9,2633,65, 2, 1, 4
 1, 3, 9,2634,.i, 2, 1, 1
.i, 1, 9,2635,24, 2, 1, 1
 2, 7, 4,2636,28, 2, 1, 1
 3, 6, 4,2637,37, 2, 1, 1
 1, 3, 7,2638,68, 1, 1, 1
.i, 0, 4,2639,72, 2, 1, 4
 2, 6, 4,2640,60, 1, 1, 3
 2, 7, 9,2641,31, 1, 1, 1
 1, 5, 8,2642,47, 2, 1, 2
 1, 2, 9,2643,63, 2, 1, 1
 1, 0, 4,2644,46, 1, 1, 1
 1, 1, 4,2645,76, 1, 1, 1
.i, 3, 7,2646,40, 1, 3, 3
 1, 4, 9,2648,84, 1, 1, 4
 2, 6, 9,2649,.i, 2, 3, 1
 3, 3, 8,2650,67, 2, 1, 1
.i, 1, 9,2651,39, 2, 1, 1
 1,.n, 7,2652,70, 2, 1, 4
.i, 7, 9,2653,68, 2,.i, 1
.i, 3, 3,2655,58, 2, 1, 0
 1, 0, 3,2656,69, 1, 1, 3
 1, 0, 3,2657,39, 1, 3, 2
